Job Number,Borough Name,Count Permits,First Permit Date,Current Date,Age,Permit Expiration Date,Sidewalk Shed/Linear Feet,Construction Material,Current Job Status,BIN Number,Community Board,Latitude Point,Longitude Point,House Number,Street Name,Borough Digit,Block,Lot,Applicant Business Name,ProCert,Source,activity,Commercial
B00851563-I1,BROOKLYN,,2023-03-29,2025-07-30,853,2025-12-06,145.0,,Permit Entire,3067412,301,40.72596,-73.93859,296,NASSAU AVENUE,3,2692,2,ASR ENGINEERING PC,1,DOB NOW,Construction or Maintenance,Other Zoning Districts
B00851755-I1,BROOKLYN,,2023-04-05,2025-07-30,846,2026-03-18,111.0,,Permit Entire,3392287,306,40.68392,-73.99012,378,BALTIC STREET,3,403,7508,ASHRAF CORP,1,DOB NOW,Local Law 11,Other Zoning Districts
B00852268-I1,BROOKLYN,,2023-04-03,2025-07-30,848,2025-08-01,35.0,,Permit Entire,3063828,301,40.73531,-73.95575,129,EAGLE STREET,3,2495,52,ARQUITECTURA VARELA,1,DOB NOW,Construction or Maintenance,Other Zoning Districts
B00855291-I1,BROOKLYN,,2023-05-03,2025-07-30,818,2025-09-29,855.0,,Permit Entire,3426946,302,40.70226,-73.97277,1,DOCK   72 WAY,3,2023,1,ASHRAF CORP,1,DOB NOW,Construction or Maintenance,Other Zoning Districts
B00856152-I1,BROOKLYN,,2023-04-11,2025-07-30,840,2026-02-28,822.0,,Permit Entire,3137572,312,40.63954,-74.00004,950,49 STREET,3,5638,19,LAWSON CHRISTIAN,1,DOB NOW,Local Law 11,Other Zoning Districts
B00858958-I1,BROOKLYN,,2023-04-14,2025-07-30,837,2026-04-01,305.0,,Permit Entire,3002558,302,40.69207,-73.99047,210,JORALEMON STREET,3,266,7501,IKRA CONSULTING LLC,1,DOB NOW,Local Law 11,Commercial District/Overlay
B00859593-I1,BROOKLYN,,2023-04-17,2025-07-30,834,2025-09-27,1175.0,,Permit Entire,3429272,301,40.73132,-73.9616,18,INDIA STREET,3,2538,1,G. BLINN CONSULTING  LLC,1,DOB NOW,Construction or Maintenance,Commercial District/Overlay
B00860279-I1,BROOKLYN,,2023-05-16,2025-07-30,805,2026-05-08,609.0,,Permit Entire,3204886,315,40.58719,-73.95747,2626,HOMECREST AVENUE,3,7456,6,ENTHINK ENGINEERING LLC,0,DOB NOW,Local Law 11,Other Zoning Districts
B00861009-I1,BROOKLYN,,2023-06-01,2025-07-30,789,2025-09-21,391.0,,Permit Entire,3001726,302,40.69818,-73.9941,111,HICKS STREET,3,231,19,ASHRAF CORP,1,DOB NOW,Local Law 11,Other Zoning Districts
B00861928-I1,BROOKLYN,,2023-04-25,2025-07-30,826,2025-10-18,40.0,,Permit Entire,3072422,304,40.70754,-73.92246,427,TROUTMAN STREET,3,3177,25,PR,1,DOB NOW,Construction or Maintenance,Other Zoning Districts
B00861939-I1,BROOKLYN,,2023-04-25,2025-07-30,826,2025-10-18,20.0,,Permit Entire,3072417,304,40.70754,-73.92246,444,JEFFERSON STREET,3,3177,15,PR,1,DOB NOW,Construction or Maintenance,Other Zoning Districts
B00863690-I1,BROOKLYN,,2023-05-11,2025-07-30,810,2025-09-29,286.0,,Permit Entire,3081033,316,40.66914,-73.91228,85,BRISTOL STREET,3,3520,32,ASHRAF CORP,1,DOB NOW,Construction or Maintenance,Commercial District/Overlay
B00865675-I1,BROOKLYN,,2023-04-29,2025-07-30,822,2026-01-17,243.0,,Permit Entire,3328050,305,40.66686,-73.89598,398,SHEFFIELD AVENUE,3,3787,1,IKRA CONSULTING LLC,1,DOB NOW,Construction or Maintenance,Commercial District/Overlay
B00865784-I1,BROOKLYN,,2023-05-03,2025-07-30,818,2026-01-17,467.0,,Permit Entire,3328051,305,40.66686,-73.89598,428,SHEFFIELD AVENUE,3,3787,1,IKRA CONSULTING LLC,1,DOB NOW,Construction or Maintenance,Commercial District/Overlay
B00865908-I1,BROOKLYN,,2023-04-29,2025-07-30,822,2026-01-22,40.0,,Permit Entire,3322154,313,40.59247,-73.98299,2249,STILLWELL AVENUE,3,7137,1,IKRA CONSULTING LLC,1,DOB NOW,Local Law 11,Other Zoning Districts
B00865914-I1,BROOKLYN,,2023-04-29,2025-07-30,822,2026-01-22,48.0,,Permit Entire,3322194,313,40.59153,-73.97987,2790,86 STREET,3,7140,16,IKRA CONSULTING LLC,1,DOB NOW,Local Law 11,Other Zoning Districts
B00865921-I1,BROOKLYN,,2023-04-29,2025-07-30,822,2026-01-22,89.0,,Permit Entire,3322195,313,40.59153,-73.97987,2800,86 STREET,3,7140,16,IKRA CONSULTING LLC,1,DOB NOW,Local Law 11,Other Zoning Districts
B00865934-I1,BROOKLYN,,2023-04-29,2025-07-30,822,2026-01-27,17.0,,Permit Entire,3322183,313,40.59153,-73.97987,2336,WEST    8 STREET,3,7140,16,IKRA CONSULTING LLC,1,DOB NOW,Local Law 11,Other Zoning Districts
B00865940-I1,BROOKLYN,,2023-04-29,2025-07-30,822,2026-01-22,64.0,,Permit Entire,3322171,313,40.59153,-73.97987,2369,WEST   11 STREET,3,7140,16,IKRA CONSULTING LLC,1,DOB NOW,Local Law 11,Other Zoning Districts
B00868425-I1,BROOKLYN,,2023-05-05,2025-07-30,816,2025-12-19,135.0,,Permit Entire,3055994,302,40.68621,-73.96703,395,CLINTON AVENUE,3,1961,27,ENTHINK ENGINEERING LLC,1,DOB NOW,Local Law 11,Other Zoning Districts
B00868658-I1,BROOKLYN,,2023-05-05,2025-07-30,816,2025-10-18,88.0,,Permit Entire,3000339,302,40.69243,-73.98687,55,WILLOUGHBY STREET,3,147,44,PAUL PERDEK  PROF. ENG. PLLC,1,DOB NOW,Construction or Maintenance,Commercial District/Overlay
B00868893-I1,BROOKLYN,,2023-10-11,2025-07-30,657,2025-10-08,603.0,,Permit Entire,3001189,302,40.68427,-73.98101,500,PACIFIC STREET,3,192,1,AK CONSULTING SERVICES  INC,0,DOB NOW,Construction or Maintenance,Commercial District/Overlay
B00870188-I1,BROOKLYN,,2023-06-04,2025-07-30,786,2025-10-30,256.0,,Permit Entire,3413889,302,40.69096,-73.98488,248,DUFFIELD STREET,3,145,7501,PR,1,DOB NOW,Local Law 11,Commercial District/Overlay
B00870940-I1,BROOKLYN,,2023-06-13,2025-07-30,777,2026-03-31,200.0,,Permit Entire,3068360,301,40.71581,-73.95034,240,MEEKER AVENUE,3,2746,39,PAUL PERDEK  PROF. ENG. PLLC,1,DOB NOW,Construction or Maintenance,Other Zoning Districts
B00871259-I1,BROOKLYN,,2023-11-27,2025-07-30,610,2025-10-09,100.0,,Permit Entire,3106863,309,40.66127,-73.93952,551,ALBANY AVENUE,3,4800,8,SYED ENGINEERING  P.C.,0,DOB NOW,Construction or Maintenance,Other Zoning Districts
B00872450-I1,BROOKLYN,,2023-05-10,2025-07-30,811,2025-12-31,642.0,,Permit Entire,3335899,302,40.69029,-73.98604,422,FULTON STREET,3,156,7502,LOMBARDO PROFESSIONAL ENGINEERING,1,DOB NOW,Local Law 11,Commercial District/Overlay
B00872612-I1,BROOKLYN,,2023-05-19,2025-07-30,802,2025-09-01,200.0,,Permit Entire,3148355,310,40.62957,-74.02225,7427,5 AVENUE,3,5931,1,OSPINO ENGINEERING PLLC,1,DOB NOW,Construction or Maintenance,Commercial District/Overlay
B00873142-I1,BROOKLYN,,2023-05-12,2025-07-30,809,2025-11-01,300.0,,Permit Entire,3336547,313,40.57369,-73.99368,2980,WEST   28 STREET,3,7052,34,MJE PROFESSIONAL SERVICES,1,DOB NOW,Construction or Maintenance,Other Zoning Districts
B00873154-I1,BROOKLYN,,2023-05-12,2025-07-30,809,2025-11-01,1243.0,,Permit Entire,3339183,313,40.57369,-73.99368,2970,WEST   27 STREET,3,7052,34,MJE PROFESSIONAL SERVICES,1,DOB NOW,Local Law 11,Other Zoning Districts
B00874075-I1,BROOKLYN,,2023-05-20,2025-07-30,801,2025-08-30,34.0,,Permit Entire,3340291,302,40.69162,-73.99225,62,LIVINGSTON STREET,3,268,39,ASR ENGINEERING PC,1,DOB NOW,Construction or Maintenance,Other Zoning Districts
B00874360-I1,BROOKLYN,,2023-05-15,2025-07-30,806,2026-05-08,230.0,,Permit Entire,3208243,318,40.62712,-73.94092,3602,AVENUE J,3,7618,42,ENTHINK ENGINEERING LLC,1,DOB NOW,Construction or Maintenance,Other Zoning Districts
B00875684-I1,BROOKLYN,,2023-05-23,2025-07-30,798,2025-12-19,45.0,,Permit Entire,3429371,304,40.68457,-73.90621,99,GRANITE STREET,3,3457,49,MJE PROFESSIONAL SERVICES,1,DOB NOW,Construction or Maintenance,Other Zoning Districts
B00877111-I1,BROOKLYN,,2023-09-11,2025-07-30,687,2025-08-15,160.0,,Permit Entire,3429923,317,40.63612,-73.94768,3002,FARRAGUT ROAD,3,5005,41,MJE PROFESSIONAL SERVICES,1,DOB NOW,Construction or Maintenance,Commercial District/Overlay
B00878044-I1,BROOKLYN,,2023-05-23,2025-07-30,798,2025-10-18,344.0,,Permit Entire,3416888,312,40.63378,-73.9905,4910,14 AVENUE,3,5642,33,PAUL PERDEK  PROF. ENG. PLLC,1,DOB NOW,Construction or Maintenance,Other Zoning Districts
B00879525-I1,BROOKLYN,,2023-08-02,2025-07-30,727,2025-09-29,375.0,,Permit Entire,3430200,316,40.67546,-73.90526,2425,PACIFIC STREET,3,1437,46,ASHRAF CORP,1,DOB NOW,Construction or Maintenance,Commercial District/Overlay
B00879590-I1,BROOKLYN,,2023-05-25,2025-07-30,796,2025-10-18,52.0,,Permit Entire,3337249,307,40.64429,-74.01076,506,51 STREET,3,800,9,PAUL PERDEK  PROF. ENG. PLLC,1,DOB NOW,Construction or Maintenance,Commercial District/Overlay
B00880267-I1,BROOKLYN,,2023-06-01,2025-07-30,789,2025-09-27,258.0,,Permit Entire,3395544,302,40.70476,-73.98018,11,HUDSON AVENUE,3,6,1,G. BLINN CONSULTING  LLC,1,DOB NOW,Local Law 11,Other Zoning Districts
B00880327-I1,BROOKLYN,,2023-06-13,2025-07-30,777,2025-09-27,779.0,,Permit Entire,3842240,302,40.70464,-73.98098,15,HUDSON AVENUE,3,6,1,G. BLINN CONSULTING  LLC,1,DOB NOW,Construction or Maintenance,Other Zoning Districts
B00880332-I1,BROOKLYN,,2023-06-10,2025-07-30,780,2025-09-27,744.0,,Permit Entire,3819133,302,40.70451,-73.98098,19,HUDSON AVENUE,3,6,1,G. BLINN CONSULTING  LLC,1,DOB NOW,Construction or Maintenance,Other Zoning Districts
B00881058-I1,BROOKLYN,,2023-05-31,2025-07-30,790,2026-02-17,48.0,,Permit Entire,3031612,308,40.67236,-73.945,222,BROOKLYN AVENUE,3,1242,49,ASHRAF CORP,1,DOB NOW,Construction or Maintenance,Other Zoning Districts
B00882362-I1,BROOKLYN,,2023-06-04,2025-07-30,786,2025-10-26,90.0,,Permit Entire,3000324,302,40.69271,-73.98694,365,JAY STREET,3,147,2,JOEL PHAGOO P.E. PLLC,1,DOB NOW,Local Law 11,Commercial District/Overlay
B00882628-I1,BROOKLYN,,2023-06-08,2025-07-30,782,2026-04-14,117.0,,Permit Entire,3399966,301,40.711,-73.95773,167,HAVEMEYER STREET,3,2421,40,360 ENGINEERING P.C.,1,DOB NOW,Construction or Maintenance,Commercial District/Overlay
B00882873-I1,BROOKLYN,,2023-06-15,2025-07-30,775,2025-11-09,1414.0,,Permit Entire,3257104,313,40.58116,-73.9731,525,NEPTUNE AVENUE,3,7250,1,KZ ENGINEERING  PC,1,DOB NOW,Local Law 11,Commercial District/Overlay
B00882882-I1,BROOKLYN,,2023-06-15,2025-07-30,775,2025-11-09,1185.0,,Permit Entire,3257105,313,40.58116,-73.9731,2770,WEST    5 STREET,3,7250,1,KZ ENGINEERING  PC,1,DOB NOW,Local Law 11,Commercial District/Overlay
B00883190-I1,BROOKLYN,,2023-06-01,2025-07-30,789,2025-12-16,50.0,,Permit Entire,3103615,317,40.65492,-73.91238,1,BROOKDALE PLAZA,3,4718,1,PATUXENT ENGINEERING  LLC,1,DOB NOW,Local Law 11,Other Zoning Districts
B00885464-I1,BROOKLYN,,2023-08-24,2025-07-30,705,2025-07-31,400.0,,Permit Entire,3058177,302,40.69346,-73.97021,134,VANDERBILT AVENUE,3,2046,84,ASHRAF CORP,1,DOB NOW,Construction or Maintenance,Commercial District/Overlay
B00887043-I1,BROOKLYN,,2023-06-08,2025-07-30,782,2026-01-27,631.0,,Permit Entire,3328035,305,40.66821,-73.89653,611,BLAKE AVENUE,3,3770,1,IKRA CONSULTING LLC,1,DOB NOW,Construction or Maintenance,Commercial District/Overlay
B00887068-I1,BROOKLYN,,2023-06-13,2025-07-30,777,2026-01-24,602.0,,Permit Entire,3084284,305,40.66829,-73.89719,340,GEORGIA AVENUE,3,3769,30,IKRA CONSULTING LLC,1,DOB NOW,Construction or Maintenance,Commercial District/Overlay
B00887795-I1,BROOKLYN,,2023-09-20,2025-07-30,678,2025-09-17,30.0,,Permit Entire,3388607,308,40.67799,-73.96342,649,WASHINGTON AVENUE,3,1147,7501,URBAN INTEGRATIONS LLC,1,DOB NOW,Local Law 11,Commercial District/Overlay
B00888290-I1,BROOKLYN,,2023-06-15,2025-07-30,775,2025-11-19,82.0,,Permit Entire,3000398,302,40.69162,-73.98658,150,LAWRENCE STREET,3,151,37,PR,1,DOB NOW,Construction or Maintenance,Commercial District/Overlay
B00888571-I1,BROOKLYN,,2023-06-14,2025-07-30,776,2026-01-16,381.0,,Permit Entire,3328034,305,40.66866,-73.89842,550,SUTTER AVENUE,3,3768,18,IKRA CONSULTING LLC,1,DOB NOW,Construction or Maintenance,Commercial District/Overlay
B00888581-I1,BROOKLYN,,2023-06-14,2025-07-30,776,2026-01-24,828.0,,Permit Entire,3084439,305,40.66683,-73.89623,391,GEORGIA AVENUE,3,3787,5,IKRA CONSULTING LLC,1,DOB NOW,Construction or Maintenance,Commercial District/Overlay
B00892396-I1,BROOKLYN,,2023-06-23,2025-07-30,767,2025-12-11,337.0,,Permit Entire,3002539,302,40.6926,-73.99346,150,JORALEMON STREET,3,264,17,MSM ENGINEERING SERVICES  PLLC,1,DOB NOW,Local Law 11,Commercial District/Overlay
B00892466-I1,BROOKLYN,,2023-09-19,2025-07-30,679,2025-09-17,30.0,,Permit Entire,3388608,308,40.67805,-73.96345,647,WASHINGTON AVENUE,3,1147,7501,URBAN INTEGRATIONS LLC,1,DOB NOW,Local Law 11,Commercial District/Overlay
B00893602-I1,BROOKLYN,,2023-06-27,2025-07-30,763,2026-04-01,63.0,,Permit Entire,3245137,313,40.57525,-73.97985,1208,SURF AVENUE,3,8694,18,KZ ENGINEERING  PC,1,DOB NOW,Construction or Maintenance,Commercial District/Overlay
B00894574-I1,BROOKLYN,,2024-01-30,2025-07-30,546,2026-04-01,40.0,,Permit Entire,3130809,312,40.62645,-73.98925,5601,16 AVENUE,3,5492,1,DSENY ENGINEERING SERVICES  PC,0,DOB NOW,Construction or Maintenance,Other Zoning Districts
B00895267-I1,BROOKLYN,,2023-06-23,2025-07-30,767,2025-09-08,195.0,,Permit Entire,3063618,301,40.70711,-73.95243,345,HEWES STREET,3,2464,14,MJE PROFESSIONAL SERVICES,1,DOB NOW,Construction or Maintenance,Other Zoning Districts
B00896789-I1,BROOKLYN,,2023-08-16,2025-07-30,713,2025-11-20,8.0,,Permit Entire,3045047,303,40.6881,-73.92442,794,MONROE STREET,3,1643,36,NYMS CONSULTING LLC,0,DOB NOW,Construction or Maintenance,Other Zoning Districts
B00897031-I1,BROOKLYN,,2023-06-29,2025-07-30,761,2025-09-27,260.0,,Permit Entire,3428561,303,40.68106,-73.95249,1215,FULTON STREET,3,1842,15,G. BLINN CONSULTING  LLC,1,DOB NOW,Construction or Maintenance,Commercial District/Overlay
B00899182-I1,BROOKLYN,,2023-12-07,2025-07-30,600,2025-09-29,35.0,,Permit Entire,3057923,302,40.69718,-73.9772,33,NORTH ELLIOT PLACE,3,2027,7501,ASHRAF CORP,0,DOB NOW,Construction or Maintenance,Other Zoning Districts
B00899200-I1,BROOKLYN,,2023-07-07,2025-07-30,753,2025-08-11,325.0,,Permit Entire,3397625,314,40.64153,-73.96911,651,CONEY ISLAND AVENUE,3,5141,7501,MJE PROFESSIONAL SERVICES,1,DOB NOW,Construction or Maintenance,Commercial District/Overlay
B00901288-I1,BROOKLYN,,2023-07-10,2025-07-30,750,2025-11-04,140.0,,Permit Entire,3175347,311,40.60645,-73.98354,1650,WEST   10 STREET,3,6621,22,MJE PROFESSIONAL SERVICES,1,DOB NOW,Construction or Maintenance,Other Zoning Districts
B00901290-I1,BROOKLYN,,2023-07-10,2025-07-30,750,2025-11-07,33.0,,Permit Entire,3063578,301,40.70873,-73.95807,293,BROADWAY,3,2460,29,MJE PROFESSIONAL SERVICES,1,DOB NOW,Construction or Maintenance,Commercial District/Overlay
B00901740-I1,BROOKLYN,,2023-07-18,2025-07-30,742,2025-10-06,358.0,,Permit Entire,3002010,302,40.69459,-73.99206,134,PIERREPONT STREET,3,244,7502,ASHRAF CORP,1,DOB NOW,Construction or Maintenance,Commercial District/Overlay
B00901764-I1,BROOKLYN,,2023-07-18,2025-07-30,742,2025-09-26,35.0,,Permit Entire,3115478,309,40.65884,-73.9515,331,FENIMORE STREET,3,5039,57,ELR MORGAN LLC,0,DOB NOW,Construction or Maintenance,Other Zoning Districts
B00901998-I1,BROOKLYN,,2023-07-11,2025-07-30,749,2026-04-01,247.0,,Permit Entire,3335871,302,40.7027,-73.98437,53,BRIDGE STREET,3,42,1,KZ ENGINEERING  PC,1,DOB NOW,Construction or Maintenance,Other Zoning Districts
B00902054-I1,BROOKLYN,,2023-07-12,2025-07-30,748,2026-02-28,55.0,,Permit Entire,3074262,304,40.7042,-73.91756,374,STOCKHOLM STREET,3,3260,1,LAWSON CHRISTIAN,1,DOB NOW,Local Law 11,Other Zoning Districts
B00902383-I1,BROOKLYN,,2023-07-12,2025-07-30,748,2026-02-28,600.0,,Permit Entire,3251682,301,40.70791,-73.95903,225,DIVISION AVENUE,3,2141,19,LAWSON CHRISTIAN,1,DOB NOW,Local Law 11,Other Zoning Districts
B00903911-I1,BROOKLYN,,2023-12-12,2025-07-30,595,2025-12-09,220.0,,Permit Entire,3051169,303,40.68657,-73.94535,510,GATES AVENUE,3,1814,23,PATUXENT ENGINEERING  LLC,1,DOB NOW,Construction or Maintenance,Other Zoning Districts
B00905148-I1,BROOKLYN,,2023-07-21,2025-07-30,739,2025-12-19,54.0,,Permit Entire,3058582,302,40.69001,-73.96954,246,VANDERBILT AVENUE,3,2092,57,MJE PROFESSIONAL SERVICES,1,DOB NOW,Construction or Maintenance,Other Zoning Districts
B00905402-I1,BROOKLYN,,2024-12-09,2025-07-30,232,2025-11-19,600.0,,Permit Entire,3429225,306,40.6789,-73.98809,498,UNION STREET,3,439,1,PR,1,DOB NOW,Construction or Maintenance,Other Zoning Districts
B00905408-I1,BROOKLYN,,2024-08-09,2025-07-30,354,2025-08-09,372.0,,Permit Entire,3429226,306,40.6789,-73.98809,417,CARROLL STREET,3,439,1,PR,1,DOB NOW,Construction or Maintenance,Other Zoning Districts
B00905610-I1,BROOKLYN,,2023-07-18,2025-07-30,742,2026-03-02,326.0,,Permit Entire,3201771,315,40.59413,-73.95791,1200,GRAVESEND NECK ROAD,3,7397,85,ENTHINK ENGINEERING LLC,1,DOB NOW,Local Law 11,Other Zoning Districts
B00905653-I1,BROOKLYN,,2023-07-19,2025-07-30,741,2025-08-07,121.0,,Permit Entire,3155783,310,40.61439,-74.03015,9524,FT HAMILTON PARKWAY,3,6123,49,PR,1,DOB NOW,Local Law 11,Other Zoning Districts
B00906779-I1,BROOKLYN,,2023-07-28,2025-07-30,732,2026-03-31,155.0,,Permit Entire,3153313,310,40.62444,-74.04013,8701,SHORE ROAD,3,6040,1,PAUL PERDEK  PROF. ENG. PLLC,1,DOB NOW,Construction or Maintenance,Other Zoning Districts
B00907873-I1,BROOKLYN,,2023-07-24,2025-07-30,736,2025-10-18,41.0,,Permit Entire,3069090,301,40.71354,-73.9428,335,HUMBOLDT STREET,3,2771,27,PAUL PERDEK  PROF. ENG. PLLC,1,DOB NOW,Construction or Maintenance,Other Zoning Districts
B00908182-I1,BROOKLYN,,2023-07-24,2025-07-30,736,2026-02-12,268.0,,Permit Entire,3182569,315,40.60912,-73.95288,2157,OCEAN AVENUE,3,6783,43,ASR ENGINEERING PC,1,DOB NOW,Construction or Maintenance,Other Zoning Districts
B00908418-I1,BROOKLYN,,2023-08-03,2025-07-30,726,2025-10-06,134.0,,Permit Entire,3335973,301,40.70857,-73.95765,299,BROADWAY,3,2461,30,PR,1,DOB NOW,Construction or Maintenance,Other Zoning Districts
B00908888-I1,BROOKLYN,,2023-07-26,2025-07-30,734,2025-09-29,194.0,,Permit Entire,3107316,309,40.6586,-73.94568,636,BROOKLYN AVENUE,3,4815,37,ASHRAF CORP,1,DOB NOW,Local Law 11,Other Zoning Districts
B00909468-I1,BROOKLYN,,2023-07-27,2025-07-30,733,2026-01-08,573.0,,Permit Entire,3124021,307,40.64823,-73.97572,100,OCEAN PARKWAY,3,5319,24,MJE PROFESSIONAL SERVICES,1,DOB NOW,Construction or Maintenance,Other Zoning Districts
B00910281-I1,BROOKLYN,,2023-07-27,2025-07-30,733,2025-07-30,52.0,,Permit Entire,3004154,306,40.68423,-73.99764,374,CLINTON STREET,3,332,26,MOHAMMAD AHEAD - PE  PLLC,1,DOB NOW,Construction or Maintenance,Other Zoning Districts
B00911678-I1,BROOKLYN,,2023-08-17,2025-07-30,712,2025-08-12,269.0,,Permit Entire,3024654,306,40.67335,-73.97338,78,8 AVENUE,3,1065,31,ASHRAF CORP,1,DOB NOW,Local Law 11,Other Zoning Districts
B00911721-I1,BROOKLYN,,2023-12-27,2025-07-30,580,2025-12-27,300.0,,Permit Entire,3331441,318,40.63334,-73.88597,9820,SEAVIEW AVENUE,3,8329,225,NYMS CONSULTING LLC,1,DOB NOW,Construction or Maintenance,Other Zoning Districts
B00912271-I1,BROOKLYN,,2023-09-01,2025-07-30,697,2026-01-15,1002.0,,Permit Entire,3048508,303,40.69737,-73.94817,700,PARK AVENUE,3,1739,11,AK CONSULTING SERVICES  INC,0,DOB NOW,Construction or Maintenance,Other Zoning Districts
B00913252-I1,BROOKLYN,,2023-08-29,2025-07-30,700,2025-09-17,245.0,,Permit Entire,3320736,313,40.58089,-73.9698,2765,WEST    5 STREET,3,7253,1,ASHRAF CORP,1,DOB NOW,Local Law 11,Other Zoning Districts
B00913358-I1,BROOKLYN,,2023-08-07,2025-07-30,722,2025-08-05,338.0,,Permit Entire,3155913,310,40.61451,-74.03695,9801,SHORE ROAD,3,6129,4,ENTHINK ENGINEERING LLC,1,DOB NOW,Local Law 11,Other Zoning Districts
B00913359-I1,BROOKLYN,,2023-08-08,2025-07-30,721,2025-09-17,365.0,,Permit Entire,3320734,313,40.58089,-73.9698,425,NEPTUNE AVENUE,3,7253,1,ASHRAF CORP,1,DOB NOW,Local Law 11,Other Zoning Districts
B00913706-I1,BROOKLYN,,2023-11-29,2025-07-30,608,2025-09-16,1350.0,,Permit Entire,3098664,305,40.66582,-73.87609,982,HEGEMAN AVENUE,3,4477,1,AME SERVICES INC.,0,DOB NOW,Construction or Maintenance,Other Zoning Districts
B00913971-I1,BROOKLYN,,2023-08-07,2025-07-30,722,2025-12-22,32.0,,Permit Entire,3003556,306,40.68615,-73.99581,221,KANE STREET,3,312,54,AG ENGINEERING PLLC,1,DOB NOW,Construction or Maintenance,Other Zoning Districts
B00914395-I1,BROOKLYN,,2023-12-11,2025-07-30,596,2025-12-02,1056.0,,Permit Entire,3100292,317,40.65738,-73.92764,133,EAST   53 STREET,3,4623,28,AK CONSULTING SERVICES  INC,0,DOB NOW,Construction or Maintenance,Other Zoning Districts
B00914459-I1,BROOKLYN,,2023-08-16,2025-07-30,713,2025-08-20,30.0,,Permit Entire,3030993,308,40.67501,-73.94976,645,NOSTRAND AVENUE,3,1227,11,ASR ENGINEERING PC,1,DOB NOW,Construction or Maintenance,Commercial District/Overlay
B00914504-I1,BROOKLYN,,2023-08-21,2025-07-30,708,2025-08-28,64.0,,Permit Entire,3120543,317,40.63884,-73.94861,2913,FOSTER AVENUE,3,5216,60,PR,1,DOB NOW,Construction or Maintenance,Commercial District/Overlay
B00914505-I1,BROOKLYN,,2023-08-08,2025-07-30,721,2025-09-18,28.0,,Permit Entire,3054236,303,40.69737,-73.95702,796,BEDFORD AVENUE,3,1886,72,AG ENGINEERING PLLC,1,DOB NOW,Construction or Maintenance,Other Zoning Districts
B00914631-I1,BROOKLYN,,2023-08-07,2025-07-30,722,2025-08-09,357.0,,Permit Entire,3020549,306,40.6728,-73.97753,195,GARFIELD PLACE,3,963,67,DEN MENDEZ RA,1,DOB NOW,Construction or Maintenance,Other Zoning Districts
B00915264-I1,BROOKLYN,,2023-08-08,2025-07-30,721,2025-09-17,408.0,,Permit Entire,3320735,313,40.58089,-73.9698,2820,OCEAN PARKWAY,3,7253,1,ASHRAF CORP,1,DOB NOW,Local Law 11,Other Zoning Districts
B00916414-I1,BROOKLYN,,2023-09-14,2025-07-30,684,2025-09-13,200.0,,Permit Entire,3429490,302,40.68297,-73.98081,323,BERGEN STREET,3,198,48,PAUL PERDEK  PROF. ENG. PLLC,1,DOB NOW,Construction or Maintenance,Other Zoning Districts
B00916536-I1,BROOKLYN,,2023-08-11,2025-07-30,718,2025-08-01,256.0,,Permit Entire,3057474,302,40.68521,-73.97482,62,HANSON PLACE,3,2003,7502,ENTHINK ENGINEERING LLC,1,DOB NOW,Local Law 11,Other Zoning Districts
B00917907-I1,BROOKLYN,,2023-12-13,2025-07-30,594,2025-11-27,800.0,,Permit Entire,3230949,318,40.64061,-73.89869,1600,ROCKAWAY PARKWAY,3,8222,1,AME SERVICES INC.,0,DOB NOW,Construction or Maintenance,Other Zoning Districts
B00919074-I1,BROOKLYN,,2024-02-29,2025-07-30,516,2026-02-18,87.0,,Permit Entire,3097973,305,40.6585,-73.87928,873,JEROME STREET,3,4401,1,360 ENGINEERING P.C.,0,DOB NOW,Construction or Maintenance,Other Zoning Districts
B00919352-I1,BROOKLYN,,2024-01-09,2025-07-30,567,2025-12-31,1200.0,,Permit Entire,3008342,306,40.67792,-74.00515,27,HUNTINGTON STREET,3,525,1,AME SERVICES INC.,0,DOB NOW,Construction or Maintenance,Other Zoning Districts
B00919357-I1,BROOKLYN,,2024-02-16,2025-07-30,529,2025-12-31,400.0,,Permit Entire,3051458,303,40.68565,-73.94573,344,MONROE STREET,3,1819,14,AME SERVICES INC.,0,DOB NOW,Construction or Maintenance,Other Zoning Districts
B00920572-I1,BROOKLYN,,2023-08-17,2025-07-30,712,2025-09-12,221.0,,Permit Entire,3115913,314,40.65417,-73.96295,160,PARKSIDE AVENUE,3,5053,18,AG ENGINEERING PLLC,1,DOB NOW,Local Law 11,Other Zoning Districts
B00920966-I1,BROOKLYN,,2024-01-05,2025-07-30,571,2026-05-01,315.0,,Permit Entire,3428942,303,40.69508,-73.95383,126,SANFORD STREET,3,1736,34,URBAN INTEGRATIONS LLC,1,DOB NOW,Construction or Maintenance,Commercial District/Overlay
